處理編號,車種1,車種2,車種3,車種4,車種5,車種6,車種7,當事者區分.類別.1,當事者區分.類別.2,當事者區分.類別.3,當事者區分.類別.4,當事者區分.類別.5,當事者區分.類別.6,當事者區分.類別.7,年齡1,年齡2,年齡3,年齡4,年齡5,年齡6,年齡7,受傷程度1,受傷程度2,受傷程度3,受傷程度4,受傷程度5,受傷程度6,受傷程度7,車輛牌照號碼1,車輛牌照號碼2,車輛牌照號碼3,車輛牌照號碼4,車輛牌照號碼5,車輛牌照號碼6,車輛牌照號碼7,車輛用途1,車輛用途2,車輛用途3,車輛用途4,車輛用途5,車輛用途6,車輛用途7,駕駛資格情形1,駕駛資格情形2,駕駛資格情形3,駕駛資格情形4,駕駛資格情形5,駕駛資格情形6,駕駛資格情形7,飲酒情形1,飲酒情形2,飲酒情形3,飲酒情形4,飲酒情形5,飲酒情形6,飲酒情形7,車輛撞擊部位最初1,車輛撞擊部位最初2,車輛撞擊部位最初3,車輛撞擊部位最初4,車輛撞擊部位最初5,車輛撞擊部位最初6,車輛撞擊部位最初7,肇事因素個別1,肇事因素個別2,肇事因素個別3,肇事因素個別4,肇事因素個別5,肇事因素個別6,肇事因素個別7,肇事因素主要1,肇事因素主要2,肇事因素主要3,肇事因素主要4,肇事因素主要5,肇事因素主要6,肇事因素主要7,職.業1,職.業2,職.業3,職.業4,職.業5,職.業6,職.業7,旅次目的1,旅次目的2,旅次目的3,旅次目的4,旅次目的5,旅次目的6,旅次目的7,國籍1,國籍2,國籍3,國籍4,國籍5,國籍6,國籍7
10105YZ000007,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,44,28,,,,,,未受傷,受傷,,,,,,6F****2代號358,J8****0代號359,,,,,,其他,其他,,,,,,有適當之駕照,無照（已達考照年齡）,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車左側車身,,,,,,右轉彎未依規定,尚未發現肇事因素,,,,,,右轉彎未依規定,右轉彎未依規定,,,,,,技術員及助理人員,保安工作者（不含警察人員）,,,,,,社交活動,社交活動,,,,,,本國,本國,
10105YZ000008,自用 小貨車(含客、貨兩用),自用 小客車,腳踏自行車 慢車,,,,,小貨車自用,小客車自用,腳踏自行車,,,,,28,21,75,,,,,未受傷,未受傷,24小時內死亡,,,,,08****X代號360,40****7代號361,,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車右前車頭（身）,汽車右前車頭（身）,非汽（機）車,,,,,未保持行車安全間隔,違反特定標誌（線）禁制,尚未發現肇事因素,,,,,未保持行車安全間隔,未保持行車安全間隔,未保持行車安全間隔,,,,,服務工作者,其他,無業者,,,,,其他,其他,其他,,,,,本國,本國,非本國
10105YZ000009,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,22,20,,,,,,未受傷,受傷,,,,,,6F****9代號362,18****F代號363,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10105YZ000010,普通重型 機車, ,,,,,,機車普通重型,,,,,,,26,0,,,,,,受傷,,,,,,,31****D代號364,,,,,,,其他,,,,,,,無照（已達考照年齡）,,,,,,,無法檢測,,,,,,,機車左側車身,,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,其他,,,,,,,購物,,,,,,,本國,本國,
10105YZ000011,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,21,32,,,,,,受傷,受傷,,,,,,WY****1代號365,93****E代號366,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左側車身,機車前車頭,,,,,,起步未注意其他車（人）安全,尚未發現肇事因素,,,,,,起步未注意其他車（人）安全,起步未注意其他車（人）安全,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,
10105YZ000012,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,33,42,,,,,,受傷,未受傷,,,,,,55****E代號367,R9****8代號368,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車後車尾,,,,,,未保持行車安全距離,其他引起事故之違規或不當行為,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10105YZ000013,遊覽車 大客車,自用 小客車,,,,,,遊覽車,小客車自用,,,,,,63,26,,,,,,,,,,,,,11***L代號369,14****S代號370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10105YZ000014,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,73,55,,,,,,未受傷,受傷,,,,,,6F****8代號371,PZ****0代號372,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車左側車身,,,,,,未保持行車安全間隔,尚未發現肇事因素,,,,,,未保持行車安全間隔,未保持行車安全間隔,,,,,,不明,家庭主婦（夫）,,,,,,其他,其他,,,,,,本國,本國,
10105YZ000017,租賃車 小客車,自用 大貨車,,,,,,小客車租貸車,大貨車自用,,,,,,22,43,,,,,,受傷,未受傷,,,,,,39****6代號373,08***J代號374,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,汽車後車尾,,,,,,超速失控,尚未發現肇事因素,,,,,,超速失控,超速失控,,,,,,其他,其他,,,,,,業務聯繫,業務聯繫,,,,,,本國,本國,
10105YZ000018,自用 小貨車(含客、貨兩用),普通重型 機車,乘客 人,,,,,小貨車自用,機車普通重型,乘客,,,,,31,19,19,,,,,未受傷,受傷,受傷,,,,,2C****0代號375,H9****0代號376,H9****0代號376,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車右側車身,機車前車頭,非汽（機）車,,,,,右轉彎未依規定,未注意車前狀態,尚未發現肇事因素,,,,,右轉彎未依規定,右轉彎未依規定,右轉彎未依規定,,,,,不明,大學（研究）生,大學（研究）生,,,,,其他,不明,不明,,,,,本國,本國,本國
10105YZ000019,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,24,58,,,,,,未受傷,受傷,,,,,,58****U代號377,93****D代號378,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車右側車身,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,家庭主婦（夫）,,,,,,其他,其他,,,,,,本國,本國,
10105YZ000020,自用 小客車,自用 小貨車(含客、貨兩用),,,,,,小客車自用,小貨車自用,,,,,,63,31,,,,,,未受傷,未受傷,,,,,,C3****6代號379,09****V代號380,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,汽車左側車身,,,,,,未依規定讓車,尚未發現肇事因素,,,,,,未依規定讓車,未依規定讓車,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,
10105YZ000021,普通重型 機車,行人 人,,,,,,機車普通重型,行人,,,,,,22,39,,,,,,未受傷,受傷,,,,,,28****F代號381,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,非汽（機）車,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,大學（研究）生,其他,,,,,,上、下班,其他,,,,,,本國,本國,
10105YZ000022,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,32,29,,,,,,,,,,,,,6F****2代號382,6F****8代號383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10105YZ000023,普通重型 機車,計程車 小客車,,,,,,機車普通重型,小客車計程車,,,,,,19,54,,,,,,受傷,未受傷,,,,,,31****K代號384,07***5代號385,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車右側車身,,,,,,違規超車,尚未發現肇事因素,,,,,,違規超車,違規超車,,,,,,大學（研究）生,其他,,,,,,其他,其他,,,,,,本國,本國,
10105YZ000024,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,27,19,,,,,,受傷,受傷,,,,,,01****Z代號386,98****C代號387,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,機車後車尾,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,無業者,高中生,,,,,,上、下班,上、下學,,,,,,本國,本國,
10105YZ000025,普通輕型 機車, ,,,,,,機車普通輕型,,,,,,,22,0,,,,,,受傷,,,,,,,WZ****9代號388,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車右側車身,,,,,,,未依規定減速,動物竄出,,,,,,未依規定減速,未依規定減速,,,,,,大學（研究）生,,,,,,,其他,,,,,,,本國,本國,
10105YZ000026,自用 小客車,普通重型 機車, ,,,,,小客車自用,機車普通重型,,,,,,37,19,0,,,,,未受傷,受傷,,,,,,6F****2代號389,30****V代號390,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車右側車身,,,,,,未注意車前狀態,未注意車前狀態,尚未發現肇事因素,,,,,未注意車前狀態,未注意車前狀態,未注意車前狀態,,,,,其他,服務工作者,,,,,,其他,其他,,,,,,本國,本國,本國
10105YZ000027,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,53,32,,,,,,未受傷,未受傷,,,,,,WY****6代號391,08****2代號392,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左後車尾（身）,汽車右後車尾（身）,,,,,,倒車未依規定,未注意車前狀態,,,,,,倒車未依規定,倒車未依規定,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,
10105YZ000028,自用 小貨車(含客、貨兩用),普通重型 機車,乘客 人,,,,,小貨車自用,機車普通重型,乘客,,,,,69,66,69,,,,,未受傷,未受傷,受傷,,,,,6F****2代號393,58****E代號394,58****E代號394,,,,,其他,其他,其他,,,,,有適當之駕照,越級駕駛,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車左前車頭（身）,機車左側車身,非汽（機）車,,,,,未保持行車安全間隔,未保持行車安全間隔,尚未發現肇事因素,,,,,未保持行車安全間隔,未保持行車安全間隔,未保持行車安全間隔,,,,,無業者,無業者,無業者,,,,,社交活動,社交活動,社交活動,,,,,本國,本國,本國
10105YZ000029,普通重型 機車,自用 小貨車(含客、貨兩用),,,,,,機車普通重型,小貨車自用,,,,,,19,32,,,,,,受傷,未受傷,,,,,,IC****3代號395,WY****0代號396,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車後車尾,,,,,,未注意車前狀態,違規停車或暫停不當而肇事,,,,,,未注意車前狀態,未注意車前狀態,,,,,,大學（研究）生,技術員及助理人員,,,,,,社交活動,社交活動,,,,,,本國,本國,
10105YZ000032,自用 小貨車(含客、貨兩用),普通重型 機車,腳踏自行車 慢車,,,,,小貨車自用,機車普通重型,腳踏自行車,,,,,26,18,36,,,,,未受傷,受傷,受傷,,,,,6F****0代號397,17****E代號398,,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車左前車頭（身）,機車左側車身,非汽（機）車,,,,,未依規定讓車,未依規定減速,尚未發現肇事因素,,,,,未依規定讓車,未依規定讓車,未依規定讓車,,,,,其他,高中生,其他,,,,,其他,其他,其他,,,,,本國,本國,本國
10105YZ000033,自用 小客車,行人 人,行人 人,,,,,小客車自用,行人,行人,,,,,28,22,23,,,,,未受傷,受傷,受傷,,,,,15****V代號399,,,,,,,其他,非駕駛人及乘客,非駕駛人及乘客,,,,,有適當之駕照,非汽（機）車駕駛人,非汽（機）車駕駛人,,,,,經檢測無酒精反應,非駕駛人，未檢測,非駕駛人，未檢測,,,,,汽車左前車頭（身）,非汽（機）車,非汽（機）車,,,,,搶越行人穿越道,尚未發現肇事因素,尚未發現肇事因素,,,,,搶越行人穿越道,搶越行人穿越道,搶越行人穿越道,,,,,其他,大學（研究）生,大學（研究）生,,,,,其他,其他,其他,,,,,本國,本國,本國
10105YZ000034,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,28,49,,,,,,未受傷,受傷,,,,,,6F****2代號400,57****B代號401,,,,,,其他,其他,,,,,,有適當之駕照,越級駕駛,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右後車尾（身）,機車前車頭,,,,,,未保持行車安全間隔,尚未發現肇事因素,,,,,,未保持行車安全間隔,未保持行車安全間隔,,,,,,其他,其他,,,,,,業務聯繫,上、下班,,,,,,本國,本國,
10105YZ000035,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,51,57,,,,,,未受傷,受傷,,,,,,39****6代號402,97****E代號403,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車後車尾,機車右側車身,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,不明,不明,,,,,,其他,其他,,,,,,本國,本國,
10105YZ000037,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,34,38,,,,,,未受傷,受傷,,,,,,H8****0代號404,73****K代號405,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車左側車身,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,其他,不明,,,,,,其他,不明,,,,,,本國,本國,
10105YZ000039,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,32,54,,,,,,,,,,,,,A9****7代號406,C6****9代號407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,
10105YZ000042,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,74,50,,,,,,未受傷,受傷,,,,,,WY****6代號408,79****E代號409,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,不明,不明,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,無業者,其他,,,,,,其他,其他,,,,,,本國,本國,
10105YZ000047,自用 小客車, ,,,,,,小客車自用,,,,,,,59,0,,,,,,未受傷,,,,,,,01****2代號410,,,,,,,其他,,,,,,,無照（已達考照年齡）,,,,,,,不明,,,,,,,汽車後車尾,,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,服務工作者,,,,,,,其他,,,,,,,本國,本國,
10106YY000001,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,30,24,,,,,,未受傷,受傷,,,,,,6F****2代號411,PZ****0代號412,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左側車身,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,專業人員,專業人員,,,,,,上、下班,上、下班,,,,,,本國,本國,
10106YY000002,普通重型 機車,小型車 軍車,,,,,,機車普通重型,軍車小型車,,,,,,59,24,,,,,,受傷,未受傷,,,,,,31****G代號413,軍C*****9代號414,,,,,,殘障特製車,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車左後車尾（身）,,,,,,未依規定讓車,尚未發現肇事因素,,,,,,未依規定讓車,未依規定讓車,,,,,,無業者,保安工作者（不含警察人員）,,,,,,社交活動,業務聯繫,,,,,,本國,本國,
10106YY000003,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,30,68,,,,,,未受傷,受傷,,,,,,91****T代號415,PZ****2代號416,,,,,,其他,其他,,,,,,無照（已達考照年齡）,有適當之駕照,,,,,,無法檢測,經檢測無酒精反應,,,,,,機車右側車身,機車左側車身,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,家庭主婦（夫）,無業者,,,,,,其他,其他,,,,,,本國,本國,
10106YY000005,自用 小貨車(含客、貨兩用),自用 小貨車(含客、貨兩用),,,,,,小貨車自用,小貨車自用,,,,,,42,23,,,,,,未受傷,未受傷,,,,,,WY****0代號417,01****7代號418,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經觀察未飲酒,,,,,,汽車右後車尾（身）,汽車左前車頭（身）,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,技術工,服務工作者,,,,,,業務聯繫,其他,,,,,,本國,本國,
10106YY000006,自用 小客車,小型車 軍車,,,,,,小客車自用,軍車小型車,,,,,,46,23,,,,,,未受傷,未受傷,,,,,,P8****8代號419,軍B*****1代號420,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經呼氣檢測0.56至0.80mg∕L或血液檢測0.111至0.16,經檢測無酒精反應,,,,,,汽車前車頭,汽車後車尾,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,非技術工及體力工,保安工作者（不含警察人員）,,,,,,其他,業務聯繫,,,,,,本國,本國,
10106YY000009,自用 小客車,普通重型 機車,乘客 人,,,,,小客車自用,機車普通重型,乘客,,,,,27,19,19,,,,,未受傷,受傷,受傷,,,,,ZS****7代號421,68****V代號422,68****V代號422,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車前車頭,機車前車頭,非汽（機）車,,,,,未依規定讓車,未注意車前狀態,尚未發現肇事因素,,,,,未依規定讓車,未依規定讓車,未依規定讓車,,,,,技術工,大學（研究）生,大學（研究）生,,,,,購物,社交活動,社交活動,,,,,本國,本國,本國
10106YY000016, ,自用 小客車,,,,,,,小客車自用,,,,,,63,49,,,,,,,未受傷,,,,,,,WY****7代號423,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,汽車右前車頭（身）,,,,,,動物竄出,尚未發現肇事因素,,,,,,動物竄出,動物竄出,,,,,,,非技術工及體力工,,,,,,,上、下班,,,,,,本國,本國,
10106YY000017,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,68,49,,,,,,未受傷,受傷,,,,,,05****V代號424,PZ****8代號425,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國,
10106YY000025,自用 小客車, ,,,,,,小客車自用,,,,,,,22,0,,,,,,受傷,,,,,,,91****G代號426,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,汽車右前車頭（身）,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,大學（研究）生,,,,,,,上、下學,,,,,,,本國,本國,
10106YY000026,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,39,26,,,,,,未受傷,受傷,,,,,,20****2代號427,85****F代號428,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車前車頭,,,,,,右轉彎未依規定,尚未發現肇事因素,,,,,,右轉彎未依規定,右轉彎未依規定,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國
10106YY000028,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,49,61,,,,,,未受傷,受傷,,,,,,WY****6代號429,PZ****2代號430,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,技術工,服務工作者,,,,,,上、下班,上、下班,,,,,,本國,本國
